itemId,category,name,rating,reviewTitle,reviewContent,reviewContent_Cleaned,hasil_deteksi
100034104,,Lazada Customer,5.0,,barang bagus quick respon hari ini pesan besok sudah sampai,barang bagus quick respon hari ini pesan besok sudah sampai,Asli
100034104,,Tarmudi,5.0,,brang cukup bagus,brang cukup bagus,Asli
100034104,,Lazada Customer,5.0,,sip mantap,sip bagus,Palsu
100034104,,Pupung A.,5.0,,bagus ori,bagus original,Asli
100034104,,Aobhie H.,5.0,,real good,real god,Asli
100034104,,Ketut W.,5.0,,bagus,bagus,Palsu
100034104,,abdul M.,5.0,,good,god,Asli
100036366,,Lazada Customer,2.0,,pengiriman sangat lama tgl 19 di pesan tgl 22 barang baru dikemas tgl 23 baru diambil ekspedisi tgl 25 baru sampai masih dijabotabek tapi lama,pengiriman sangat lama tgl di pesan tgl barang baru dikemas tgl baru diambil ekspedisi tgl baru sampai masih dijabotabek tapi lama,Asli
100036366,,hadiyanto,1.0,,barang tanpa kemasan tanpa pelindung apapun hanya dus tv saja liat dusnya sobek dikit sudah mulai curiga kayaknya pecah ini eeeeellllaaaa pas dibuka pecah beneran bad seller bener bener bad seller mau untung aja tanpa peduli keadaan produk  kalo gak ada untung n pelit pakingan ya jgn jualan barang sudah retur  mudah mudahan barangnya cepat di kirim lg d,barang tanpa kemasan tanpa pelindung apapun hanya dus tv saja liat dusnya sobek dikit sudah mulai curiga kayaknya pecah ini ela saat dibuka pecah beneran bad seler bener bener bad seler mau untung aja tanpa peduli keadan produk kalau tidak ada untung n pelit pakingan ya jangan jualan barang sudah retur mudah mudahan barangnya cepat di kirim lg di,Asli
100036366,,Fajar H.,4.0,,barang diterima pada hari akhir yg dijadwalkan yaitu malam hari kondisi barang terlindungi dengan packing bawaan unit  kualitas unit adalah kualitas sharp semoga awet bila unit ini dikirim dari gudang lazada di bogor mestinya bisa lebih cpt tiba bukan pada hari akhir yg dijadwalkan karena alamat tujuan juga di bogor,barang diterima pada hari akhir yang dijadwalkan yaitu malam hari kondisi barang terlindungi dengan packing bawan unit kualitas unit adalah kualitas sharp semoga awet bila unit ini dikirim dari gudang lazada di bogor mestinya bisa lebih cpt tiba bukan pada hari akhir yang dijadwalkan karena alamat tujuan juga di bogor,Asli
100036366,,aryanto,4.0,,masukan saja klo bisa packingnya jangan asal dikasih buble wrap minimal ini cuma dipacking pakai plastik biasa sempet khawatir pecah tpi untung gk terjadi  ,masukan saja kalau bisa packingnya jangan asal dikasih buble wrap minimal ini cuma dipacking pakai plastik biasa sempet khawatir pecah tapi untung tidak terjadi,Asli
100036366,,Abdul A.,4.0,,pesanan sesuai dgn yg di gambar skrg sy lg coba smoga awet,pesanan sesuai dengan yang di gambar sekarang saya lg coba smoga awet,Asli
100036366,,Edi S.,2.0,,pengiriman tidak sesuai tanggal yang tertera,pengiriman tidak sesuai tangal yang tertera,Asli
100036366,,Lazada Customer,5.0,,sesuai no tipu2,sesuai no tipu,Asli
100036366,,Pohin,5.0,,barang ok packing rapih,barang ok packing rapih,Asli
100036366,,Nilam R.,5.0,,barangnya sampai dengan cepat bagus terimakasih lazada,barangnya sampai dengan cepat bagus terimakasih lazada,Asli
100036366,,Pohin,5.0,,pengiriman cepat packirng rapih harga murah free ongkir,pengiriman cepat packirng rapih harga murah fre ongkir,Asli
100036366,,ming F.,5.0,,mantapp barang nya sesuai pesanan,bagus barang nya sesuai pesanan,Asli
100036366,,kiky p.,1.0,,jangan pernah beli disiniparah bangetbarang belum sampe udh 2 mi ggu alesan nya gak jelas gangguan dll,jangan pernah beli disiniparah bangetbarang belum sampe sudah mi gu alesan nya tidak jelas ganguan dl,Asli
100036366,,Muhammad A.,1.0,,hati hati ini tv ga bisa pake usb,hati hati ini tv tidak bisa pake usb,Asli
100036366,,Lukas P.,5.0,,puas,puas,Asli
100036366,,ming F.,5.0,,mantap,bagus,Palsu
100036366,,Lazada Guest,3.0,,sangat puas dengan produknya terimakasih,sangat puas dengan produknya terimakasih,Asli
100038665,,Fitriyansyah,5.0,,memuaskan produk sesuai deskripsi packing bagus dan penerimaan produk cepat untuk saya yg berada di jkt,memuaskan produk sesuai deskripsi packing bagus dan peneriman produk cepat untuk saya yang berada di jkt,Asli
100038665,,Sahrul A.,3.0,,kenapa chargernya tidak lengkap g bisa langsung dipakai buat charger kita harus nyari dan beli lagi sambungan buat chargernya tolong d bantu,kenapa chargernya tidak lengkap g bisa langsung dipakai untuk charger kita harus nyari dan beli lagi sambungan untuk chargernya tolong di bantu,Asli
100038665,,Dani,1.0,,ini spek ramnya 2gb atau 4gb,ini spek ramnya gb atau gb,Asli
100042741,,Rayndra A.,1.0,,gan saya sarankan untuk lebih berhatihati dalam membeli flashdisk yang dikirim ke saya adalah flashdisk rekondisi daur ulang bekas  jangan tertipu oleh harga mas dosa mas bohong di flashdisknya ada tulisan nama aryo yang sengaja dihapus tp kurang bersih file yang dikirim ke flashdisk juga error makan duit haram mas kenyang tp ga berkah,gan saya sarankan untuk lebih berhatihati dalam membeli flashdisk yang dikirim ke saya adalah flashdisk rekondisi daur ulang bekas jangan tertipu oleh harga mas dosa mas bohong di flashdisknya ada tulisan nama aryo yang sengaja dihapus tapi kurang bersih file yang dikirim ke flashdisk juga eror makan duit haram mas kenyang tapi tidak berkah,Asli
100042741,,Satya P.,2.0,,barang cepat sampainya kualitas fd kurang bagus file yang di copy sering corrupt,barang cepat sampainya kualitas fd kurang bagus file yang di copy sering corupt,Asli
100042741,,Hendri,1.0,,palsu,palsu,Asli
100042741,,DHEA P.,5.0,,very good,very god,Asli
100042741,,Tjan H.,1.0,,korup terus klo di copy ke fdmengecewakan,korup terus kalau di copy ke fdmengecewakan,Asli
100052565,,Pieter C.,5.0,,hardisknya keren pelindungnya kokoh  udah ada aplikasi transcend elitenya di dalam untuk enkripsi thanks seller and lazada,hardisknya keren pelindungnya kokoh udah ada aplikasi transcend elitenya di dalam untuk enkripsi thanks seler and lazada,Asli
100052565,,zara,4.0,,sampainya agak lama tapi puas packing rapi dan pas dateng warnanya biru seneng banget gan hehe top deh semoga awet barangnya,sampainya agak lama tapi puas packing rapi dan saat dateng warnanya biru seneng banget gan hehe top deh semoga awet barangnya,Asli
100052565,,Maesaroh,5.0,,trims lazada  reseller  barang sdh saya terima senin siang penigiriman sesuai dengan yg di informasikan,trims lazada reseler barang sudah saya terima senin siang penigiriman sesuai dengan yang di informasikan,Asli
100052565,,Uli,5.0,,sesuai spek yg saya mau jd oke lah,sesuai spek yang saya mau jadi oke lah,Asli
100052565,,bahari,5.0,,barangnya bagus  rapi tidak mengecewakan  akan tetapi bagus kalau ada bonus pouch nya  hehhe,barangnya bagus rapi tidak mengecewakan akan tetapi bagus kalau ada bonus pouch nya hehe,Asli
100052565,,Temon,5.0,,barang udah sampe gunn masih segell dari pabriknya mangstabb,barang udah sampe gun masih segel dari pabriknya mangstab,Asli
100052565,,Yaya S.,5.0,,barang tlah diterima kondisi baik,barang tlah diterima kondisi baik,Asli
100055947,,Nicho P.,5.0,,barang sesuai deskripsipenjual ramahrespon cepat,barang sesuai deskripsipenjual ramahrespon cepat,Asli
100055947,,Muhammad R.,5.0,,packaging rapi flashdiksnya ori kapasitasnya sesuai dengan detail produk yang dicantumkan dan foto dengan barangnya sesuai  barangnya datang sesuai tepat waktu makasih ya ,packaging rapi flashdiksnya original kapasitasnya sesuai dengan detail produk yang dicantumkan dan foto dengan barangnya sesuai barangnya datang sesuai tepat waktu makasih ya,Asli
100055947,,Johann S.,5.0,,flashdisknya sudah diterima dengan baik kapasitas total 58544586752 bytes dengan fat32 menjadi 62885724160 bytes kalau diformat dengan exfat write speed 10mbs dan read 30 mbs dengan port usb 20 belum dicoba dengan port usb 30,flashdisknya sudah diterima dengan baik kapasitas total bytes dengan fat menjadi bytes kalau diformat dengan exfat write sped mbs dan read mbs dengan port usb belum dicoba dengan port usb,Asli
100055947,,Dian A.,5.0,,terima kasih barang bagus dan respon penjual sgt baik,terima kasih barang bagus dan respon penjual sgt baik,Asli
100055947,,Elisa P.,5.0,,barang sudah diterima dgn baik packing rapih tp isinya cuma 58gb selebihnya oke,barang sudah diterima dengan baik packing rapih tapi isinya cuma gb selebihnya oke,Asli
100055947,,Michael O.,5.0,,pas cocok buat anda semua bgus sesuai deskripsi,saat cocok untuk anda semua bagus sesuai deskripsi,Asli
100055947,,Yanti,5.0,,flashdisk 64gb casing metal baguss,flashdisk gb casing metal bagus,Asli
100061038,,rizki E.,5.0,,sesuai deskripsi,sesuai deskripsi,Asli
100061038,,fauzi A.,5.0,,barang dah sampai makasih,barang sudah sampai makasih,Asli
100061038,,Lazada Customer,5.0,,mantap barang gak minus sama sekali,bagus barang tidak minus sama sekali,Asli
100061038,,Febian M.,5.0,,pengiriman cepat packing cukup bagus,pengiriman cepat packing cukup bagus,Asli
100061038,,Dirawan,5.0,,biarkan bintang yang berbicara  ,biarkan bintang yang berbicara,Asli
100061038,,Erwin J.,5.0,,barangnya ok cepat sampai,barangnya ok cepat sampai,Asli
100061038,,Lazada Customer,5.0,,pengirimannya cepat produk baik,pengirimanya cepat produk baik,Asli
100061038,,Chandra K.,5.0,,barang  sesuai dengan deskripsi dan berfungsi baik,barang sesuai dengan deskripsi dan berfungsi baik,Asli
100061038,,Lazada Customer,5.0,,sampai cepat barang sesuai,sampai cepat barang sesuai,Asli
100061038,,dwi S.,4.0,,dikirim hari berikutnya dan barang mulus,dikirim hari berikutnya dan barang mulus,Asli
100061038,,Lazada Customer,4.0,,baik,baik,Asli
100072071,,Alwan P.,2.0,,ram 8gb atau 4gb,ram gb atau gb,Asli
100086255,,Kurniawan,5.0,,tv led dengan pilihan input yang lengkap hdmi dv vga kami beli untuk keperluan kantor yang penggunaannya bisa multisource panasonic satusatunya merk yang menyediakan fasilitas ini sepanjang pengetahuan kami kualitas gambar juga bagus dengan bezel tipis yang memberikan kesan lega  extra bracket memudahkan pemasangan di dinding bravo panasonic,tv led dengan pilihan input yang lengkap hdmi dv vga kami beli untuk keperluan kantor yang pengunanya bisa multisource panasonic satusatunya merk yang menyediakan fasilitas ini sepanjang pengetahuan kami kualitas gambar juga bagus dengan bezel tipis yang memberikan kesan lega extra bracket memudahkan pemasangan di dinding bravo panasonic,Asli
100086255,,hanif s.,5.0,,cuma butuh waktu 12 jam unit tiba thks,cuma butuh waktu jam unit tiba thks,Asli
100086255,,Rosana U.,1.0,,mau cicilan gmn caranya6,mau cicilan gmn caranya,Asli
100086255,,Lazada Guest,3.0,,nyicil dengan cara mudah prosesnya susah nggak,nyicil dengan cara mudah prosesnya susah ngak,Asli
100086255,,Lazada Guest,5.0,,pokonya puas,pokonya puas,Asli
100087269,,Muhammad R.,5.0,,puas bgt pengiriman sesuai jadwal barang bagus packing rapih buat maen game enak bgt hihii murah lagi tenkyu lazada,puas banget pengiriman sesuai jadwal barang bagus packing rapih untuk maen game enak banget hihi murah lagi tenkyu lazada,Asli
100087269,,Gani R.,3.0,,saya igin pesan tapi packingnya kalo bisa harus rapih dan aman jadi barang terlindungi untuk saat ini bintang 3 nanti kalo barangnya udah diterima dan bagis jadi 5 bintang,saya igin pesan tapi packingnya kalau bisa harus rapih dan aman jadi barang terlindungi untuk sat ini bintang nanti kalau barangnya udah diterima dan bagis jadi bintang,Asli
100094942,,Lazada Customer,3.0,,saya kurang yakin produk ini genuine karena hologramnya pun tidak ada dan kartu garansinya pun tidak adahanya keterangan saja di dusnya bahwa barang ini original resmi indonesia bergaransi dengan diberi nomor telpon service centernya memory yang tersedia ternyata juga tidak sampai 2 tb tetapi 181 tb  selisih 019 tb besar banget selisihnyatidak mungkin juga terpakai untuk sistemnya sampai begitu banyaktapi tidak begitu masalah  eksternal hardisk ini bekerja bagus cepat dan  hadiah hardcase cukup bagus  untuk melindungi barang  ini dari debu dan benturan sayangnya saat di registrasi ke official webnya wd ternyata identification numbernya tidak dikenaltidak validalias barang ini bukan aslialias kw seller responsif sayangnya tidak memberitahu asli tidaknya barang ini pengiriman terhitung cepatdalam 2 hari barang sudah di tangan mudah2an saja barang ini awet wslaupun tdk original,saya kurang yakin produk ini genuine karena hologramnya pun tidak ada dan kartu garansinya pun tidak adahanya keterangan saja di dusnya bahwa barang ini original resmi indonesia bergaransi dengan diberi nomor telpon service centernya memory yang tersedia ternyata juga tidak sampai tb tetapi tb selisih tb besar banget selisihnyatidak mungkin juga terpakai untuk sistemnya sampai begitu banyaktapi tidak begitu masalah eksternal hardisk ini bekerja bagus cepat dan hadiah hardcase cukup bagus untuk melindungi barang ini dari debu dan benturan sayangnya sat di registrasi ke oficial webnya wd ternyata identification numbernya tidak dikenaltidak validalias barang ini bukan aslialias palsu seler responsif sayangnya tidak memberitahu original tidaknya barang ini pengiriman terhitung cepatdalam hari barang sudah di tangan mudah an saja barang ini awet wslaupun tidak original,Asli
100094942,,Lazada Customer,3.0,,barang bagus peking rapih gua rekomendasikan banget lah klo barangnyacma sayang pengiriman lama kaya ampas jne dioper sana sini barang gua ga ga muncul2 harus di komplen dlu cs ny kali baru ngerti mending buat pengiriman lain deh lbi bgus,barang bagus peking rapih saya rekomendasikan banget lah kalau barangnyacma sayang pengiriman lama kaya ampas jne dioper sana sini barang saya tidak tidak muncul harus di komplen dlu cs ny kali baru ngerti mending untuk pengiriman lain deh lbi bagus,Asli
100094942,,Dovicky A.,5.0,,mantab speed konsisten total size asli 181gb pas sejauh ini masih normal digunakan nice job seller n lazada ,mantab sped konsisten total size original gb saat sejauh ini masih normal digunakan nice job seler n lazada,Asli
100094942,,Ruli W.,1.0,,barang belum terimapihak lazada bilang sidah diterima cek di jne lhoksukon aceh utara barang tidak adaada masalah petigasnya tdk ramah dan tdk ada solusk mana yg benar email ke cs jne sama cs lazada tdk ada reapon bagaimana nasih barang saya harga 1 jt an,barang belum terimapihak lazada bilang sidah diterima cek di jne lhoksukon aceh utara barang tidak adada masalah petigasnya tidak ramah dan tidak ada solusk mana yang benar email ke cs jne sama cs lazada tidak ada reapon bagaimana nasih barang saya harga jt an,Asli
100094942,,Keong I.,5.0,,smuanya mntap,smuanya mntap,Asli
100094942,,Yuli S.,5.0,,pengiriman cepat hr ini kirin lusa udh terima packing rapi pake bubble jg kwalitas product oke tq,pengiriman cepat hr ini kirin lusa sudah terima packing rapi pake buble jg kwalitas product oke tq,Asli
100094942,,denys T.,5.0,,saya rekomendasikan beli disini,saya rekomendasikan beli disini,Asli
100094942,,Rusli C.,5.0,,sudah sampaiii,sudah sampai,Asli
